epoch;accuracy;loss;val_accuracy;val_loss
0;0.8977701;0.266597921213924;0.9101147055625916;0.11979861572536636
1;0.914272;0.10995131225755361;0.9152324795722961;0.10326504672014966
2;0.9168001;0.10097471101651227;0.9169924855232239;0.09984922983402357
3;0.9188775;0.0961749236235935;0.9193614721298218;0.09290407259093766
4;0.9203713;0.0917034610763686;0.9202976226806641;0.09000435007437042
5;0.92180324;0.08837721480143089;0.9225029945373535;0.08648633732047596
6;0.92341185;0.08473071739947291;0.9234775900840759;0.08357464962602713
7;0.92418915;0.08294995674620725;0.9240438938140869;0.08238549730604534
8;0.92481285;0.08160059015895964;0.9240780472755432;0.08127642903167626
9;0.92617947;0.07932672243295989;0.9263601899147034;0.07763833392910338
10;0.92696244;0.07740649654319476;0.9269250631332397;0.07616110424843518
11;0.92762524;0.07618757708825417;0.9267813563346863;0.07633070776578366
12;0.92807806;0.07506158703599324;0.9280590415000916;0.07413740358620442
13;0.92910737;0.07340223432139495;0.9284815788269043;0.07311552858221722
14;0.9301107;0.07163376259078823;0.929902970790863;0.07086455357002823
15;0.93063134;0.07053901282151376;0.9298574328422546;0.07034218219762359
16;0.9309196;0.06982847019041137;0.9293907284736633;0.06981760808190639
17;0.9311073;0.06927802888553986;0.9303810000419617;0.06901100666055125
18;0.9313663;0.06879860827965206;0.9310910105705261;0.0681946672752324
19;0.9314566;0.06842725456267579;0.931284487247467;0.06775742639319422
20;0.9315377;0.06805524016396497;0.9309074878692627;0.06786105786457892
21;0.93172175;0.06764437200704282;0.9312745332717896;0.06763722167283197
22;0.9321543;0.06712370914955822;0.9321054816246033;0.06620206079847492
23;0.9329604;0.06589492134379005;0.9330260157585144;0.06486156821008372
24;0.93399465;0.06445606622675645;0.9313243627548218;0.06541599164650698
25;0.93434614;0.06368060466870876;0.9340987801551819;0.06306664358859898
26;0.9344858;0.06326120820548221;0.9345683455467224;0.06240585474046698
27;0.9347577;0.06288672532486439;0.9339906573295593;0.06302534387166076
28;0.93488675;0.0625705641708951;0.934295117855072;0.06220083669185041
29;0.9349589;0.06227155854137946;0.9344260692596436;0.06197076230294798
30;0.93509465;0.06189832269878282;0.934995174407959;0.061680579065825386
31;0.9353161;0.061451255973035544;0.9354362487792969;0.06087868759147499
