epoch;acc;loss;val_acc;val_loss
0;0.9661471104601892;0.14538025558793402;0.9709168443513747;0.12709632355987222
1;0.969245968289425;0.1327349442510426;0.9709168443513747;0.12600227667875297
2;0.9692601832306303;0.1308315819309937;0.970973702915696;0.12419434504108219
3;0.9692601832306303;0.1293494427825403;0.9709168443513747;0.1232008509597375
4;0.9692957205940228;0.1278560286695217;0.9711158493264991;0.12304937621614317
5;0.9694520849731235;0.12648523289626906;0.9708031272227322;0.12034936415064648
6;0.9692530757547322;0.1261943701121921;0.9710874200443385;0.11832398846120638
7;0.9695515895861319;0.12455213658039653;0.9710874200443385;0.11873066531061363
8;0.9697221689161816;0.12294469528355684;0.9713432835837841;0.11713110769629563
9;0.9700348976832793;0.12223819735416276;0.9715422885589085;0.11684553512907571
10;0.9699211781307602;0.1211486549271769;0.9716844349697116;0.11545699880554393
11;0.9702907666792011;0.11995107668977945;0.971656005687551;0.11465341157538719
12;0.9702978741550993;0.11907517619216976;0.9719402985091572;0.11298078450355109
13;0.9702978741580647;0.11831981523916074;0.9719118692269966;0.11081606264710003
14;0.9705466356742757;0.1170398600610413;0.9717128642518722;0.11207182061273999
15;0.970603495457737;0.11677539426827116;0.9719971570734784;0.11099498810184366
16;0.9708877943411532;0.11562988204044453;0.9725657427166909;0.10960425099605521
17;0.9710228363078104;0.11455774040223782;0.9721961620486028;0.11075685885754052
18;0.9710299437790485;0.11446879092750263;0.9722814498950847;0.11003688786816919
19;0.970923331694802;0.11399393785832466;0.9723951670237272;0.10868987652432774
20;0.9714279622128656;0.11322079643184454;0.9729353233847791;0.10794547938673565
21;0.9713995323283368;0.11301617552831017;0.9727931769739759;0.10699076443275155
22;0.9713924248592168;0.11254502276154629;0.9729921819491003;0.10620098789744795
23;0.9717051536280091;0.11104138160372554;0.9729921819491003;0.10661003480058405
24;0.9717264760404526;0.11095612771232477;0.9724235963058878;0.11102767314822774
25;0.9717122610962818;0.11170093329552898;0.9727078891274941;0.1079909914581591
26;0.9717620134046924;0.11034947509328646;0.9731911869242247;0.10508041404733102
27;0.9719752375634417;0.11006292225720654;0.9732480454885459;0.10530662217628219
28;0.9721742467856458;0.1093618848871632;0.9732196162063853;0.10456630342847163
29;0.9722097841490382;0.10864850254622091;0.9717128642518722;0.11215370894495104
30;0.9717975507651194;0.10939010738884516;0.9736744847209553;0.10283265269344888
31;0.9722737513948414;0.10808163133756268;0.9735891968744734;0.10367181052700712
32;0.9724869755535908;0.10749908848348622;0.9740156361068829;0.10470428640463714
33;0.9726291249991116;0.10738227440651636;0.9734186211815097;0.10659429171552197
34;0.9722808588669268;0.10736061762099737;0.9731627576420641;0.1049250374159325
35;0.9725154054419324;0.10691126706249891;0.9728216062561366;0.1028661935204043
