epoch;loss;val_loss
0;2044.1734880109834;100.00633427560936
1;151.37551159465218;167.91578373890815
2;582.1569913956778;95.28000874590178
3;116.84784918599955;68.27963394695637
4;174.88022131071844;32.22300762061233
5;74.83450919549158;67.81094804346633
6;62.005913895925005;21.48859740945422
7;756.3847266014775;97.09355202511442
8;66.22290260413969;53.98903449856762
9;70.3470841697774;83.7769328022877
10;172.5438942792337;79.45012457560316
11;82.97710528352602;88.69773308075143
