epoch;accuracy;loss;val_accuracy;val_loss
0;0.6729255;197455297568.85413;0.6890930533409119;373.1064556939637
1;0.6885701;389.4446284324325;0.6892800331115723;414.0638277962779
2;0.6885827;282.68484056334245;0.6870713829994202;444.31170293140946
3;0.6853319;290.263082894361;0.6842291951179504;142.25219931093514
4;0.68358725;213.97901833434884;0.6841389536857605;254.29518695450088
5;0.6805534;347.65372163029383;0.6835076212882996;1164.4348092827572
6;0.6711555;275.4989454688247;0.6674148440361023;4.794826360529699
7;0.6702215;4.498852274057775;0.6703869104385376;4.843980147140463
8;0.6770645;4.86918516971673;0.6824429035186768;4.376799854186618
9;0.69232;4.058229171199294;0.7014636397361755;3.179598287418841
10;0.7131808;2.7373315456106195;0.7210915684700012;2.7382786724894204
11;0.71869314;2.746451066236729;0.7123954892158508;3.9821720923450985
12;0.7070834;5.4478821739343894;0.7058736681938171;2.6970879912194583
13;0.71087384;2.3300567417931575;0.7296240925788879;1.6396930933320344
14;0.73404396;1.6009146118641588;0.755169689655304;1.5614436341972633
15;0.7741892;1.4176483628692875;0.7898226976394653;1.0732351651836622
16;0.79026306;1.2564946070944774;0.7940559387207031;1.5737383312185704
17;0.79478055;6.895424279221153;0.7909820079803467;7.320902546499767
18;0.7924014;5.953054470138852;0.7959493398666382;8.326769092728938
19;0.7973208;6.789828358482266;0.80179363489151;5.24405440687871
20;0.8030969;6.854160185500175;0.8000469207763672;17.08664435258906
