epoch;accuracy;loss;val_accuracy;val_loss
0;0.850708;0.17318610122737654;0.8632656931877136;0.07393904200400114
1;0.8680042;0.07008767158848368;0.8707235455513;0.06646035425757658
2;0.87164575;0.06570875760998256;0.8665334582328796;0.07005205947506983
3;0.8765361;0.061287234878407995;0.8801754117012024;0.057138133340297693
4;0.88121045;0.05649040592496643;0.882462203502655;0.054604704651704965
5;0.88413554;0.05307085855649295;0.8873916864395142;0.04952209036902874
6;0.8888103;0.048879297698731464;0.8913270235061646;0.0461509711499389
7;0.8923356;0.045863763113688956;0.8957235217094421;0.043882786785203305
8;0.895246;0.04381876237399082;0.898830235004425;0.0408426109019865
9;0.9006761;0.039705236641291344;0.9023790955543518;0.03772957470206054
10;0.90537727;0.03614396128145608;0.9056262969970703;0.03480469333093014
11;0.9090525;0.03339815911964228;0.9106699228286743;0.0315816154658557
12;0.9123358;0.03094764049476744;0.9167354702949524;0.02866647178278815
13;0.91624284;0.02853461068494193;0.9130680561065674;0.028169418868173982
14;0.9195811;0.02616842595331212;0.921499490737915;0.02445274356051906
15;0.923942;0.023374585389925727;0.9248448014259338;0.02203600455322459
16;0.9273192;0.021179768445161867;0.924136221408844;0.021094047479483333
17;0.9318649;0.018609882897054085;0.9366683959960938;0.016728205458211114
18;0.93605494;0.016211491595705962;0.9380900263786316;0.014973152179945532
19;0.93931556;0.01438553386898995;0.9428642392158508;0.013039088710700985
20;0.94220436;0.013067864298190776;0.9438495635986328;0.012324088588610036
21;0.9451364;0.011730104256132174;0.9510614275932312;0.010684045936264801
22;0.9475339;0.010622648576940251;0.9515723586082458;0.00951373697618277
23;0.95109296;0.009183935530652762;0.9538650512695312;0.008432747415816911
24;0.954417;0.007850179680658088;0.960311233997345;0.00686453118624502
25;0.9596326;0.0063201877871717806;0.9626405239105225;0.005426973121111585
26;0.96338373;0.005033592793774189;0.9656623601913452;0.004159451197537435
27;0.9693751;0.0036250597321650863;0.9697309136390686;0.0035353385616232625
28;0.9715647;0.003035766511873058;0.9711993336677551;0.002976870580414268
29;0.972309;0.0029297181031091466;0.9754450917243958;0.0025223959840820617
30;0.97298986;0.002752251332647696;0.974303126335144;0.0025922080673878188
31;0.9737081;0.0026218541097982207;0.970508337020874;0.00295059575517543
32;0.97446084;0.002404174391155582;0.9722973704338074;0.0030561044430859785
33;0.9749701;0.0023272470793071014;0.9770072102546692;0.002137503755401273
34;0.97544163;0.0022366857649832694;0.976203441619873;0.002158695610381251
35;0.9756129;0.002251429550937294;0.9757276177406311;0.002118383813360355
36;0.9756741;0.0022676950175051364;0.9703428745269775;0.002765854611885065
37;0.9761874;0.0021490627792820367;0.9772678017616272;0.0021015788050742354
38;0.9765984;0.002042228532451456;0.9800274968147278;0.0017101606185861938
39;0.9773372;0.0018995018034027782;0.9677998423576355;0.002717491103941389
40;0.9771253;0.0019345963974778373;0.9804125428199768;0.0018173736494695987
41;0.9778164;0.0018392007926813973;0.9785503149032593;0.0018147788350102766
42;0.9778875;0.0017673448921736138;0.979576587677002;0.001705851060021769
43;0.97794765;0.0017624135779008877;0.9750571250915527;0.0019034064773768605
44;0.9781332;0.0017213542131620026;0.9753543138504028;0.0022043428157372666
45;0.97840524;0.0017430306701807347;0.9816687107086182;0.0015158263766170805
46;0.9785119;0.001728372214033439;0.9773527383804321;0.0019171278069164926
47;0.97838837;0.0018039770669907732;0.9725945591926575;0.002173137012318267
48;0.97923386;0.001571258202740435;0.9799718856811523;0.0015405369017429827
49;0.9792056;0.0015602349238152428;0.9685069918632507;0.0026792869724256495
50;0.9791015;0.0016128072951807654;0.9797962307929993;0.0017907090632517208
