epoch;accuracy;loss;val_accuracy;val_loss
0;0.9568752;0.17037062169733588;0.9587732553482056;0.15573365435683845
1;0.9600931;0.15516702159858053;0.9605148434638977;0.14585608827856272
2;0.961753;0.14571633713168444;0.9633177518844604;0.1387863309797063
3;0.9633722;0.13825783786273982;0.9629095196723938;0.13595688834509057
4;0.96358305;0.13539361221085464;0.9644334316253662;0.13218603383486557
5;0.96466476;0.13107550336319487;0.9647600054740906;0.13035565549496586
6;0.9649845;0.12888362795224811;0.9654130935668945;0.12441226457231151
7;0.96512055;0.1262359180337355;0.9660661816596985;0.12060240810955779
8;0.9658077;0.12390333057160319;0.9654402732849121;0.12345081726718653
9;0.9661342;0.12197828382866757;0.9657668471336365;0.12119612539244046
10;0.9662499;0.12093113415422514;0.9669097661972046;0.11685289068996446
11;0.9671411;0.11764719720742928;0.9674811959266663;0.11350876862704072
12;0.967869;0.11479281261279455;0.9681615233421326;0.11016217874886357
13;0.9684337;0.11125170477152299;0.969032347202301;0.10929016989035485
14;0.96916837;0.10958552928593793;0.9691683650016785;0.1084788368133514
15;0.9692568;0.10832580079386281;0.9692500233650208;0.10427973174265086
16;0.96904594;0.10726441581240544;0.9678077697753906;0.11024103630052319
17;0.96949494;0.10595484314780572;0.970284104347229;0.10450101193619252
18;0.96993035;0.10364801880234575;0.9686241149902344;0.10938717920385456
19;0.970148;0.10377995108189476;0.9699031114578247;0.10346541422111782
20;0.9706923;0.101115088023856;0.9701208472251892;0.10138740414787821
21;0.9701548;0.10421850391991759;0.9711548686027527;0.10143472489626063
22;0.9710665;0.0982514965670619;0.9705561995506287;0.1003811394180841
23;0.9707127;0.10002394477165996;0.9717807769775391;0.09650691595328728
24;0.97193724;0.09717650081801366;0.9709099531173706;0.10108550973143297
25;0.9711957;0.09707764196215185;0.9705290198326111;0.1010907816023358
26;0.97154945;0.09725423934672296;0.9720528721809387;0.0980513823801848
27;0.97219574;0.09495659550538166;0.9727060198783875;0.09529613069537105
28;0.97171956;0.0942480977116974;0.9722977876663208;0.09544782382860346
29;0.97263116;0.09127806183881348;0.9724066853523254;0.09418209382249025
30;0.972706;0.09162004446302428;0.9719984531402588;0.09435826185265524
31;0.973502;0.0889961553233287;0.9723250269889832;0.09238038265343082
32;0.9741278;0.08667830920897734;0.9737672805786133;0.08755612095181903
33;0.9741483;0.08631945206143332;0.9737128615379333;0.08900391544586714
34;0.97346115;0.08653483975160053;0.9742571115493774;0.08598232744203839
35;0.9742707;0.08405553539187978;0.9745020270347595;0.08903408724309
36;0.9741346;0.08314242612840585;0.9733591079711914;0.08732489549589453
37;0.9748694;0.08283781956488359;0.9743115305900574;0.08690152533414822
38;0.97493744;0.08257322214098585;0.974882960319519;0.08605487549137573
39;0.9749306;0.08272573591751387;0.9749918580055237;0.08520166052170232
40;0.9757674;0.0798267823325364;0.9762707948684692;0.08155661731831874
41;0.9751211;0.08001405054577043;0.9750734567642212;0.08300017483984151
42;0.9757538;0.07761249082923079;0.9741210341453552;0.08343091392992007
43;0.9760667;0.07788053693443851;0.9754816293716431;0.08517327034993752
44;0.9759511;0.0777453993388024;0.9745564460754395;0.08433177453124434
45;0.97563136;0.07923124831575745;0.9747741222381592;0.08252703917581887
46;0.9752844;0.07944290388464324;0.9741482734680176;0.0851615989501476
47;0.9762436;0.07722120212344995;0.9748013615608215;0.08334933737455287
