epoch;acc;loss;val_acc;val_loss
0;0.9673980255472201;0.14658892407711607;0.9709168443513747;0.1291611238488002
1;0.9692530757615104;0.13595904336077017;0.9709168443513747;0.1272399910147002
2;0.9692530757585449;0.13334527859523848;0.9709168443513747;0.12633386094602356
3;0.9692530757585449;0.13160510121568875;0.9709168443513747;0.12481128178679866
4;0.9692530757615104;0.1307665665513577;0.9709168443513747;0.12546545226945044
5;0.9692530757547322;0.13015384457067758;0.9709168443513747;0.1243889230260971
6;0.9692530757547322;0.12936485087048125;0.9709168443513747;0.12335367106870293
7;0.9692317533422887;0.12855783275866392;0.9709168443513747;0.12204334069162544
8;0.9692530757585449;0.12800493445172878;0.9709168443513747;0.12225299577193643
9;0.9692388608097141;0.12706495328159717;0.9709168443513747;0.11994084180375746
10;0.9692459682826469;0.1260503012375673;0.9709168443513747;0.11939333250527696
11;0.9692388608105614;0.12550421353983912;0.9709452736335353;0.11903918682448646
12;0.9692459682864596;0.12443194129655072;0.9709168443513747;0.11900149906643248
13;0.969245968289425;0.12320851522134173;0.9709452736335353;0.1179628981900876
14;0.9692459682826469;0.12227588591554601;0.9709168443513747;0.11653915426963259
15;0.9692388608173396;0.1212606782364071;0.9709168443513747;0.11592323110873766
16;0.9692175384010834;0.11997300075171147;0.9709168443513747;0.11439680308040016
17;0.9692530757585449;0.1193482895059009;0.9709168443513747;0.11368643999586905
18;0.9692743981739539;0.11791102198778948;0.9710021321978566;0.11208340773683283
19;0.9692104309222198;0.11727797118461115;0.9709168443513747;0.11134862402121734
20;0.969231753338476;0.11632320303123439;0.9709168443513747;0.11142956270994493
21;0.9692601832306303;0.11522129470855416;0.9709168443513747;0.11443506648609125
22;0.9692530757615104;0.11466708738686922;0.9709168443513747;0.11111925064733712
23;0.9692317533422887;0.11297039007274298;0.9709452736335353;0.10806383626208546
24;0.9692815056430738;0.11248093026081661;0.9710021321978566;0.10834256530528215
25;0.9693525803639279;0.11170310084982572;0.970973702915696;0.1072762077762967
26;0.9693739027839968;0.1099483758966589;0.9709452736335353;0.10818197320328593
27;0.9692459682826469;0.10948588783485866;0.9709168443513747;0.10542750814660865
28;0.9693454728956552;0.10865288618594988;0.9712295664551416;0.1054805636076573
29;0.9693454728986207;0.10734877390698902;0.9713148543016235;0.10334445285093895
30;0.9695444821140465;0.10698800232272196;0.9711158493264991;0.10562333631903124
31;0.9694876223373633;0.10515748331893734;0.9714001421481053;0.10276736492753114
32;0.9696013418869169;0.10471344058141789;0.971656005687551;0.10346070627668011
33;0.9697790286928648;0.1033981575992346;0.9715422885589085;0.10020960048349427
34;0.9696582016674129;0.10256809110135448;0.9714001421481053;0.1013214263533902
35;0.9698145660494791;0.10124969315582502;0.9714570007124266;0.09876679144783823
36;0.9699211781345729;0.10180867980204968;0.970973702915696;0.09890255403268736
37;0.9699211781307602;0.10077689484283815;0.9711727078908203;0.10019107471629925
38;0.9698785332982477;0.10057731957487741;0.9715422885589085;0.09757992046039919
39;0.9701557247133912;0.09922923620993616;0.9716275764036958;0.09745948047663781
40;0.9701557247095784;0.09812132099026784;0.9715422885589085;0.09727817604346062
41;0.9700988649367079;0.09637321319757507;0.9716275764053903;0.09885019004588527
42;0.9704542385409781;0.09597424647483814;0.972110874202121;0.09418636790555508
43;0.9701770471296474;0.09557154174775397;0.970973702915696;0.09706689595646611
44;0.9704613460092508;0.09456289365221576;0.9712579957373022;0.09399450258236026
45;0.970376056344226;0.09353868968944891;0.9717981520983541;0.09348662881560586
46;0.9705324207301048;0.09277768555514916;0.9717981520983541;0.09182345638428924
47;0.9703689488721405;0.09194805850717795;0.9720255863539445;0.09078180915934868
48;0.9704755609572343;0.09123522611531051;0.9723667377415666;0.09180947478158981
49;0.9705466356780884;0.09064174578883465;0.9717981520983541;0.09021386623806198
50;0.9708451495018626;0.0888274990411559;0.9717981520983541;0.09048609942928561
51;0.9707811822598722;0.08883400515214455;0.9721961620486028;0.08993256010755886
52;0.9709730840061781;0.08814083397602608;0.9722814498950847;0.0894616392712349
53;0.9715274668220613;0.08716562453746114;0.9728500355382972;0.08693987133258102
54;0.9715558967142156;0.08602208292372994;0.9726794598453334;0.08943714420381979
55;0.9713995323283368;0.08576090633497495;0.972110874202121;0.08869542086281162
56;0.9719397002068274;0.0840475998423408;0.9714001421481053;0.08769139136904593
57;0.9720392048160231;0.08365430316624485;0.9727078891257995;0.08668425088010956
58;0.9716056490150007;0.08426537616044749;0.9719971570734784;0.0860701531580601
59;0.9717691208767778;0.08315906665900023;0.9726794598436389;0.08972074523313976
60;0.9720676347043647;0.08179477498265363;0.9723667377415666;0.08742464980389857
61;0.972231106557669;0.08139382725266195;0.9726794598436389;0.08751747380198108
62;0.9719823450393399;0.08199244314618259;0.9722814498933902;0.08552854512694379
63;0.9724087933674296;0.08019062759311169;0.9722530206129241;0.08637004281306149
64;0.972650447411555;0.07981173528501755;0.9727931769722814;0.08775371892408182
65;0.9724585456720274;0.07938383867721364;0.9724235963058878;0.08739384273253778
66;0.9729631761871256;0.07831690614220246;0.9727931769739759;0.08499091989545425
67;0.9723163962303193;0.07982184947881223;0.9729921819491003;0.08368701112994761
68;0.9730768957404919;0.07785392257895632;0.9735039090262971;0.08351619251511923
69;0.9729773911312963;0.07727288653984328;0.9727078891257995;0.08375974479053956
70;0.9732190451783873;0.07661878191567414;0.9731911869242247;0.08301622593824373
71;0.9733469796759245;0.07529276158055298;0.9723098791755508;0.0831271865157981
72;0.9733896245122498;0.07486652136977995;0.9727931769722814;0.08368280286357262
73;0.973297227378105;0.07465072823800453;0.9735039090279916;0.0787215154092195
74;0.9733825170401643;0.07429352037142781;0.9737029140014215;0.08356770751604647
75;0.9735246664818724;0.07506972890733098;0.9723951670237272;0.08085104615544714
76;0.9741927688579003;0.07302525890035323;0.9731911869225303;0.0797077396700017
77;0.9743917780762916;0.07197467257858928;0.973049040511727;0.08167322929056299
78;0.9746689694838095;0.0713754613621687;0.9709452736318408;0.08478216116690601
